78.5301,-52.1635,23.6292,46.4337,-92.4291,-13.9377,35.286,33.6517,1.66408,-5.67918,-28.4768,17.4423,-13.0269,11.9035,-11.2533,1.18772,1.75404,5.50955,25.8923,-34.6165,-4.9977,27.8723,-33.915,36.3314,-15.4638,-4.59124,-30.0342,62.8513,-46.9538,12.5839,36.9049,-33.7299,16.8212,-54.0331,26.6071,13.4907,4.84613,-1.74598,1.53848,11.4563,-19.8451,-11.8682,3.98613,11.9981,-16.8369,14.5642,18.5713,-14.2031,18.9482,-34.5433,-15.9495,22.6058,3.67826,10.1653,13.4224,-34.7954,12.9953,-9.41482,15.7252,-38.7506,71.4724,-33.8961,-28.0734,27.1923,
-61.74,65.4662,-21.0456,-27.7099,23.6584,51.1201,-49.7,-16.8342,-3.99447,22.3517,3.07951,14.8539,-21.8279,2.53351,-9.30332,1.49551,37.2768,-42.7036,8.81154,0.564013,21.2233,-15.7943,-7.07007,-26.1145,49.2463,-8.16674,20.8806,-30.1398,-26.1448,19.2713,-12.3758,29.2701,-0.653401,23.7864,-35.9179,-13.2036,-0.38389,37.6656,-29.0273,-14.7119,30.8088,3.976,4.25774,-12.9526,-3.89251,-19.7919,14.0767,3.68401,-7.63017,36.8865,-9.18895,-21.2102,-6.44127,-2.66676,1.61455,14.1971,18.2357,-21.0833,1.0697,10.7392,-42.9912,34.5774,-6.38782,5.06794,
37.3985,-48.0756,46.5613,-38.8503,12.8816,-1.33498,8.18939,-5.5642,26.3802,-35.0768,-10.5517,35.2369,-13.1152,-3.70334,-3.38538,20.3934,-29.3997,23.7593,-5.17841,-11.0341,-0.926324,6.75946,17.5596,7.93059,-41.9727,-1.23971,4.33584,22.2262,1.69855,8.39508,8.4724,-42.3433,-16.9518,25.168,15.352,4.17179,7.24436,-37.225,38.7045,-33.1738,10.7745,5.96885,-9.11351,-12.4649,25.6192,15.9889,-32.357,25.3643,-24.5994,-10.8145,9.07473,13.6222,12.5885,-0.932978,-35.8462,32.8646,-34.1812,35.6603,-21.8913,3.40252,17.4031,-11.0031,6.74279,-20.259,
18.0448,-7.46941,-12.8668,21.5422,-14.2358,-12.7437,9.29194,-1.1482,-2.68488,23.7524,3.66425,-58.6872,43.4973,-0.864117,16.333,-38.1504,19.1402,-27.2804,44.8359,-1.44941,-21.7972,-10.3084,4.08279,7.009,20.3358,-11.879,1.36419,-18.9374,7.9615,-1.99661,-5.0981,13.1145,31.8876,-42.006,6.04428,3.26249,-15.9202,2.27758,18.385,12.1935,-14.0268,-15.1682,9.12771,7.40981,6.80859,-37.3871,34.9419,-26.8106,26.3591,9.8598,-14.5718,-16.2671,-2.74488,12.1336,15.8369,-11.998,-6.21573,6.445,-1.30414,3.13232,-10.515,0.863333,4.49441,20.3622,
-57.147,24.208,-36.3787,52.4836,11.1375,-32.5804,2.36938,23.057,-30.4272,0.62917,7.42032,15.4361,-4.69122,-11.9805,-2.96273,4.62716,5.14838,30.9735,-58.0347,7.14209,33.6939,-4.23896,-9.06293,-12.3566,-7.65086,29.3513,-6.34784,-6.81309,24.8489,-43.017,5.86928,32.6205,-29.8278,10.8379,-4.14236,16.8414,-6.56138,-5.46903,-12.8084,12.2514,-1.47271,6.18697,-7.31289,14.0129,-24.3709,15.0126,2.28802,3.19126,-15.2024,10.1945,-21.2993,37.2881,-18.6405,6.26206,-16.556,7.46936,11.169,-9.84453,-1.53141,12.588,-20.4353,22.2572,-19.4546,0.241611,
-9.62327,51.9269,-11.9573,-39.29,-14.9705,29.0859,15.112,-16.1512,-10.8324,14.5251,16.0563,-22.7577,1.66828,-15.1408,25.2002,12.5701,-24.8574,-7.71868,-0.775671,31.0466,-16.3493,-10.3607,12.0013,8.8667,-8.39836,-7.10862,-13.275,9.78195,0.557063,34.9588,-18.8097,-19.5887,2.15871,14.0439,-6.21309,-30.4121,40.6764,17.4785,-23.6831,-19.7789,6.51179,13.576,-2.4885,1.67137,-12.6784,24.7368,-30.8306,31.6717,-27.1702,-6.89339,41.6168,-28.2104,9.45111,-21.2978,30.1511,-20.3279,9.98749,-10.4527,7.1679,-6.67331,21.5931,-22.6705,16.6996,-14.0316,
24.0816,-40.017,37.2085,-2.09967,-1.16186,12.0276,-29.1754,3.47358,38.7364,-28.0329,-26.0642,27.6569,1.7419,29.8324,-63.0549,17.1409,14.6872,14.0385,2.34087,-20.0864,-18.1599,14.3033,8.22012,-3.54465,-3.19746,5.29863,22.4769,-4.14597,-49.375,13.1763,25.7967,-16.3912,8.41412,6.20056,7.86211,6.16544,-46.299,-0.317283,23.9822,14.5542,-0.80733,-6.76098,-6.60559,-16.1059,20.1065,6.38182,-17.1013,-12.2687,51.2029,-23.6513,-17.016,-3.73872,9.81818,10.3036,-2.78421,-7.95883,7.52703,-0.700053,-4.11768,6.24813,-13.1153,-3.54127,17.414,-7.37689,
0.980769,9.00786,-31.3905,0.64891,23.7495,-7.51715,5.78381,-17.6651,6.44876,-9.91844,27.2836,-7.05296,-20.3677,0.617479,39.0904,-7.793,-44.911,12.4135,7.55202,7.22596,0.843314,27.5192,-29.4741,-20.7882,38.4949,-22.7876,-36.3964,42.7845,29.8009,-13.4177,-35.5269,19.1334,10.0129,-21.9949,-16.7044,22.6013,27.38,-1.85732,-33.2153,16.0928,-5.70589,-19.6399,20.5662,11.8463,0.687091,-29.2073,43.0075,-30.8361,-9.72943,2.55662,19.4291,3.49485,0.0233693,-11.8255,-9.94144,13.2989,-5.93454,3.71675,4.16416,-16.2063,17.4942,24.8823,-43.4002,6.3214,
27.8172,-40.5566,33.7962,13.9854,-25.8947,-12.4683,3.28937,21.8898,-1.65101,8.75202,-30.697,26.8297,-17.6873,-7.4625,14.2694,-27.7077,64.5128,-41.7344,23.0152,-33.1561,16.2816,-16.659,-7.22398,37.0797,-13.9891,-5.15475,48.9589,-50.2298,-28.2027,12.1253,33.1059,5.52447,-30.8029,8.59053,32.9957,-24.7797,-21.8519,5.10652,15.889,3.02836,-16.3449,22.1621,1.0516,-14.4139,-8.66192,6.73463,-6.54774,16.4212,-4.03006,19.3035,-33.616,5.37918,8.73313,-17.5367,26.2414,-4.95614,-10.1788,11.5578,-6.09371,1.76478,-3.86122,-34.9311,44.8805,18.1147,
6.12132,-17.2307,17.8924,-5.148,-10.7777,23.6265,0.208582,-6.96944,-32.0087,21.0744,12.9393,-24.7809,30.993,-1.33464,-15.9992,7.13855,-4.56892,-10.8224,-10.2655,32.7313,-13.9348,14.3191,4.28217,-3.45967,-37.0121,20.713,-18.0636,12.8705,42.2721,-23.6936,-1.56492,-31.9248,28.5211,-0.945863,-16.3917,2.62224,17.9967,9.61164,-15.3128,-12.9446,10.706,2.24587,-7.35079,0.569716,5.09163,6.21958,-7.41735,7.7296,-10.9992,-3.23795,6.09861,5.113,-19.6003,41.7217,-28.697,-1.66319,3.82545,-19.5306,28.5671,-6.71871,0.850407,18.1453,-25.2978,-20.6733,
-34.142,51.01,-30.4597,-36.401,44.5301,-11.4361,-8.72121,21.4096,-12.1417,0.227379,3.85867,-6.265,7.16897,-7.06746,-8.099,9.48609,-10.0723,25.8047,-5.65611,-5.94125,19.375,-64.0279,36.4134,-4.50876,21.6219,6.40436,-12.321,-11.2957,9.56875,-13.269,-18.0244,34.7459,-0.220741,5.54968,-13.7769,5.81905,-3.43157,-36.5824,55.0029,-30.2967,29.5385,-17.6954,-22.7874,19.6588,18.3354,-16.6721,1.34919,-6.78636,-4.67324,-4.13433,38.9666,-21.6165,-2.02264,-5.14553,-18.731,32.2482,-7.22648,18.9225,-38.2064,14.5197,0.369379,-0.193567,0.422342,12.7393,
