0,2.82884,-16.5697,7864.92
1,-5.84754,26.8382,7870.85
2,-37.6553,-48.2475,7876.76
3,28.3945,-75.3175,7882.67
4,44.991,1.08391,7888.55
5,-29.6952,38.4575,7894.42
6,-48.0142,26.4198,7900.28
7,-11.0364,-3.861,7906.12
8,-1.16328,12.9392,7911.95
9,-30.9572,5.84472,7917.76
10,-24.4326,-42.8735,7923.56
11,-33.7707,-8.79778,7929.34
12,-52.5956,7.09798,7935.11
13,26.2911,-32.1124,7940.87
14,25.6343,-19.5334,7946.61
15,-36.9828,6.03031,7952.33
16,-3.85807,0.179952,7958.05
17,-24.663,-33.0402,7963.74
18,-27.8955,-33.4055,7969.43
19,26.8302,2.96079,7975.1
20,-4.24608,0.520882,7980.75
21,-2.5593,19.1156,7986.39
22,0.0965642,44.597,7992.02
23,-39.4244,16.3297,7997.63
24,-12.7021,13.9429,8003.23
25,-15.3014,15.713,8008.82
26,-22.8681,1.72122,8014.39
27,0.367802,22.4851,8019.95
28,-18.3366,38.5242,8025.49
29,-8.7083,43.1817,8031.02
30,-6.66396,27.4438,8036.53
31,-15.3557,-11.6991,8042.04
32,12.4696,-4.0051,8047.52
33,-10.676,7.19113,8053
34,-16.8616,-19.7218,8058.46
35,14.2607,-9.60139,8063.91
36,1.56006,17.3014,8069.34
37,-4.08319,2.99972,8074.76
38,-21.6314,-19.1609,8080.17
39,-25.0378,-29.7225,8085.56
40,23.8836,-31.3472,8090.94
41,30.6221,-2.19496,8096.3
42,14.2487,30.9082,8101.66
43,-21.4011,17.2425,8107
44,-68.5796,-3.20269,8112.32
45,-22.1489,15.2036,8117.63
46,18.0358,27.0953,8122.93
47,-11.4666,6.51043,8128.22
48,-9.87691,2.84731,8133.49
49,-24.1416,31.6943,8138.75
50,-37.6011,19.5187,8144
51,30.722,-22.8291,8149.23
52,61.6334,6.05035,8154.45
53,12.7977,28.665,8159.66
54,-7.19254,-19.8225,8164.85
55,-3.25902,-22.1173,8170.04
56,-4.50601,-3.59854,8175.2
57,12.7636,-10.4064,8180.36
58,12.3712,11.869,8185.5
59,-11.4712,0.174502,8190.63
60,-6.71813,-22.3126,8195.75
61,17.2451,20.4664,8200.85
62,37.8297,35.4362,8205.94
63,34.8198,9.74764,8211.02
64,-28.7078,-8.83403,6959.9
65,0.383699,44.7945,6968.09
66,6.33844,-19.2371,6976.26
67,18.1668,-49.4643,6984.41
68,45.5851,2.17296,6992.54
69,66.345,14.1729,7000.65
70,-1.25063,-2.66962,7008.73
71,-61.3983,10.0394,7016.8
72,-5.98011,36.074,7024.85
73,25.175,2.35926,7032.88
74,2.85209,-24.0082,7040.88
75,-22.5088,12.7112,7048.87
76,-30.9982,16.9262,7056.84
77,0.212154,27.8307,7064.79
78,-14.3507,54.2375,7072.72
79,-8.92719,18.4511,7080.63
80,48.3234,-12.4147,7088.51
81,17.9747,-40.5589,7096.38
82,-6.4773,-74.5296,7104.23
83,-8.74434,-37.9861,7112.06
84,-30.6887,1.60687,7119.87
85,28.1374,4.6866,7127.66
86,36.3885,20.2113,7135.43
87,1.11852,14.8193,7143.18
88,41.0317,-5.91135,7150.92
89,7.70716,16.8756,7158.63
90,-35.0852,58.5465,7166.32
91,2.74044,52.0986,7174
92,11.4988,12.6853,7181.65
93,17.1128,7.57817,7189.29
94,14.0746,20.6149,7196.91
95,-7.94959,11.0942,7204.51
96,-9.08106,-6.06563,7212.09
97,-13.7841,-27.3362,7219.65
98,0.714798,-37.1753,7227.19
99,14.6936,-15.5227,7234.71
100,28.3618,0.485299,7242.21
101,47.8013,-6.26898,7249.7
102,-11.4698,-15.9327,7257.16
103,-54.4215,-19.7883,7264.61
104,-12.0248,-5.28332,7272.04
105,15.1846,13.4843,7279.45
106,17.3227,7.12887,7286.84
107,-21.5701,-11.5876,7294.22
108,-46.8977,-17.5492,7301.57
109,11.3913,-7.25016,7308.91
110,37.2379,-0.22659,7316.23
111,15.1016,-15.5725,7323.53
112,-9.17104,-26.5775,7330.81
113,-44.1621,-5.06092,7338.08
114,-24.8591,6.63641,7345.32
115,16.5134,-7.34866,7352.55
116,6.49063,3.85396,7359.76
117,-28.0916,6.40147,7366.95
118,-48.4914,-26.2003,7374.12
119,-8.9012,-22.5957,7381.28
